Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source
dens_1718376677499900298,303.2,101.0,Liquid,2,CCCOC(C)=O,Solvent,0.831128,,O,Solvent,0.168872,,,,0.8943440000000002,,10.1016/j.fluid.2012.07.032
dhmix_1721271199912020691,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.4855,,COC(C)=O,Solvent,0.5145,,0.2577,,,,10.1016/j.jct.2006.05.004
dhmix_1723009134898191624,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,CCCCCC(C)=O,Solvent,0.25,,0.05587,,,,10.1021/je025649t
dens_1723521600196145336,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2,,CC(C)O,Solvent,0.8,,,,0.7761000000000002,,10.1016/j.jct.2007.02.008
dens_1726564550649266411,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.5025,,ClCCCCCl,Solvent,0.4975,,,,1.0840000000000003,,10.1021/je7003758
dens_1729629056655112194,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2435,,COC(C)=O,Solvent,0.7565,,,,1.2277600000000002,,10.1016/j.jct.2006.05.004
dhmix_1731561930980839298,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.501,,ClCCCCCl,Solvent,0.499,,-0.056,,,,10.1016/j.jct.2007.06.017
dhmix_1732099035560797604,308.15,101.0,Liquid,2,CCOCCO,Solvent,0.5154,,OCc1ccccc1,Solvent,0.4846,,-0.4578,,,,10.1021/je0504212
dhmix_1732099356126912468,308.15,100.0,Liquid,2,CNC=O,Solvent,0.2656,,Cc1ccccc1Cl,Solvent,0.7344,,0.379,,,,10.1016/j.jct.2013.12.006
dens_1734378426425530586,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7,,CCCCOCCCC,Solvent,0.3,,,,0.7117300000000002,,10.1021/je900496t
dhmix_1734383474582661314,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.499,,C1CCOCC1,Solvent,0.501,,0.526,,,,10.1021/je900077g
dhmix_1735947864003119721,303.0,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.272,,CCCCCO,Solvent,0.728,,0.532,,,,10.1016/j.fluid.2010.03.001
dens_1736658241089570356,298.15,100.0,Liquid,2,CCCCCl,Solvent,0.4948,,CN1CCCC1=O,Solvent,0.5052,,,,0.9575000000000002,,10.1021/je7003758
dens_1741111425187026699,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.2659,,C1CCOCC1,Solvent,0.7341,,,,0.8470300000000002,,10.1016/j.jct.2014.06.030
dens_1741329023477613292,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.5031,,CCCO,Solvent,0.4969,,,,0.7785600000000001,,10.1016/j.jct.2005.06.011
dens_1747933503836313483,298.15,100.0,Liquid,2,CCOCCO,Solvent,0.2602,,OCc1ccccc1,Solvent,0.7398,,,,1.0163500000000003,,10.1016/j.jct.2015.08.040
dens_1748451282812184577,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.5032,,CCN(CC)CC,Solvent,0.4968,,,,0.7684760000000002,,10.1016/j.jct.2011.05.003
dens_1748579503635763062,298.15,101.0,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.2501,,CO,Solvent,0.7499,,,,0.9355040000000002,,10.1021/je100100n
dens_1750393167538560039,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.4894,,OC1=NCCC1,Solvent,0.5106,,,,0.9431100000000002,,10.1021/je801006q
dhmix_1756232170277167133,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.5133,,COC(C)(C)C,Solvent,0.4867,,0.486,,,,10.1016/j.fluid.2004.12.013
dhmix_1757993079558830760,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.7596,,COC(C)(C)C,Solvent,0.2404,,0.345,,,,10.1016/j.fluid.2004.12.013
dens_1761520911040635008,298.15,101.3,Liquid,2,NCCCO,Solvent,0.489642,,O,Solvent,0.510358,,,,1.0059000000000002,,10.1021/acs.jced.5b00412
dens_1761973629234877903,298.15,101.3,Liquid,2,CCOC(C)(C)C,Solvent,0.505,,Cc1ccccc1,Solvent,0.495,,,,0.7937390000000002,,10.1016/j.jct.2007.05.005
dhmix_1763034093706195158,298.15,101.0,Liquid,2,COC=O,Solvent,0.4874,,ClCCCl,Solvent,0.5126,,0.1028,,,,10.1016/j.jct.2006.10.008
dhmix_1765315133244489050,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4901,,Cc1ccccc1N,Solvent,0.5099,,-0.5715,,,,10.1021/je1005196
dhmix_1772756110299455993,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.5,,O,Solvent,0.5,,-2.1379,,,,10.1016/j.fluid.2009.10.018
dens_1773392689540062189,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5364,,c1ccncc1,Solvent,0.4636,,,,0.9124250000000002,,10.1016/j.tca.2011.02.002
dhmix_1774732174163925701,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.5486,,Cc1ccccc1,Solvent,0.4514,,-0.1583,,,,10.1016/j.jct.2006.08.011
dhmix_1783674099465912606,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.8357,,Cc1ccccc1Cl,Solvent,0.1643,,0.244,,,,10.1021/je400722h
dens_1785061253338541720,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5336,,Cc1cccnc1,Solvent,0.4664,,,,0.9795770000000004,,10.1016/j.jct.2010.12.028
dens_1786191059360253016,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5122,,CCCC(C)=O,Solvent,0.4878,,,,0.90478,,10.1021/je034037l
dhmix_1788946284471365626,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.505,,ClCCCCCl,Solvent,0.495,,-0.678,,,,10.1016/j.jct.2008.01.024
dens_1789187576988086840,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7622,,OC1=NCCC1,Solvent,0.2378,,,,0.8623100000000001,,10.1021/je801006q
dens_1798239134823125651,298.15,101.3,Liquid,2,CCOC(C)(C)C,Solvent,0.217,,Cc1ccccc1,Solvent,0.783,,,,0.8314450000000002,,10.1016/j.jct.2007.05.005
dens_1798868834480975523,298.15,101.31,Liquid,2,CCCCOC(C)=O,Solvent,0.2934,,c1ccccc1,Solvent,0.7066,,,,0.8736600000000002,,10.1021/je800915d
dens_1799034034160098062,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.6987,,ClCCCCCl,Solvent,0.3013,,,,1.0011000000000003,,10.1021/je700339f
dhmix_1799341953572117864,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.7411,,O,Solvent,0.2589,,-1.154,,,,10.1016/j.jct.2015.06.006
dhmix_1809177989055354039,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7651,,OCc1ccccc1,Solvent,0.2349,,1.083,,,,10.1021/je050085p
dens_1809495427118439116,293.15,101.325,Liquid,2,Cc1cccnc1,Solvent,0.225,,O,Solvent,0.775,,,,0.9921000000000002,,10.1016/j.jct.2004.11.009
dens_1813738218737161737,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7058,,CC(C)O,Solvent,0.2942,,,,0.7711100000000002,,10.1021/je050540h
dens_1813896820754956493,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.247,,CNc1ccccc1,Solvent,0.753,,,,0.9289450000000002,,10.1021/je400134d
dens_1819287281551201015,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.1965,,CCCCCCCO,Solvent,0.8035,,,,0.8083340000000001,,10.1021/je800831d
dens_1819326727809451232,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5009,,CC(C)OC(C)C,Solvent,0.4991,,,,0.7005900000000002,,10.1021/je2011314
dhmix_1819473164195213326,298.15,101.0,Liquid,2,C1COCCN1,Solvent,0.201,,O,Solvent,0.799,,-2.758,,,,10.1016/j.jct.2015.06.006
dhmix_1821757863642127712,298.15,101.0,Liquid,2,O,Solvent,0.2579,,OCCNCCO,Solvent,0.7421,,-1.091,,,,10.1016/j.jct.2007.03.010
dens_1822523083596881234,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.7472,,CO,Solvent,0.2528,,,,0.8756700000000002,,10.1016/j.jct.2015.02.019
dhmix_1824885005968728939,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.7679,,Cc1ccccc1Cl,Solvent,0.2321,,0.436,,,,10.1016/j.jct.2013.12.006
dens_1825698680061310895,298.15,101.0,Liquid,2,O,Solvent,0.25064,,OCC(O)CO,Solvent,0.74936,,,,1.2418100000000003,,10.1016/j.tca.2013.07.012
dens_1826428756505363672,298.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.1978,,ClCCCl,Solvent,0.8022,,,,1.1862000000000004,,10.1021/je700339f
dens_1827879639972994615,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.2254,,CCCC(C)=O,Solvent,0.7746,,,,0.8442800000000001,,10.1021/je034037l
dens_1828269832340395512,298.0,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.7007,,CCOC(C)=O,Solvent,0.2993,,,,0.8797000000000003,,10.1021/je400036b
dhmix_1829814590882665045,298.15,101.3,Liquid,2,CO,Solvent,0.4788,,OCCO,Solvent,0.5212,,0.11785,,,,10.1021/je030207i
dhmix_1830178679956648612,308.15,101.3,Liquid,2,CCCCOC(C)=O,Solvent,0.2523,,c1ccccc1,Solvent,0.7477,,-0.014,,,,10.1016/j.fluid.2005.06.011
dens_1831417226104547129,298.15,101.325,Liquid,1,CC(=O)c1ccccc1,Solvent,1.0,,,,,,,,1.0230000000000004,,10.1016/j.fluid.2006.09.014
dhmix_1833583977498726199,298.15,101.3,Liquid,2,CN1CCCC1=O,Solvent,0.7367,,ClCCCl,Solvent,0.2633,,-0.8587,,,,10.1021/je020065c
dens_1834013945285479827,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.5018,,C1CCOCC1,Solvent,0.4982,,,,0.8211500000000002,,10.1016/j.jct.2014.06.030
dens_1835991125678129571,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.3493,,COC=O,Solvent,0.6507,,,,0.9198400000000002,,10.1016/j.jct.2015.02.019
dens_1839393401352765620,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5122,,CNC=O,Solvent,0.4878,,,,0.9250360000000002,,10.1016/j.tca.2011.06.020
dens_1841594428977781827,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.7997,,O,Solvent,0.2003,,,,1.0318300000000002,,10.1021/je060032n
dens_1843864064937967775,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7321,,Cc1ccccc1,Solvent,0.2679,,,,0.8754100000000001,,10.1021/je5004719
dhmix_1848628050705552900,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.2629,,OCCCc1ccccc1,Solvent,0.7371,,0.7,,,,10.1021/je050085p
dhmix_1848712143429083562,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2471,,C1CCOCC1,Solvent,0.7529,,0.3613,,,,10.1016/j.tca.2010.03.028
dhmix_1849982343930352700,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.5008,,CCC(C)(C)O,Solvent,0.4992,,1.3674,,,,10.1021/je300678r
dhmix_1851715796450565190,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7789,,Cc1cccnc1,Solvent,0.2211,,-0.8735,,,,10.1016/j.jct.2010.12.028
dhmix_1853094486238833589,298.15,101.0,Liquid,2,CCOC(C)(C)C,Solvent,0.7495,,Cc1ccccc1,Solvent,0.2505,,-0.0348,,,,10.1016/j.jct.2008.12.004
dens_1857221107044412117,298.15,101.0,Liquid,2,CCCCC,Solvent,0.7475,,CCCOC=O,Solvent,0.2525,,,,0.6792300000000002,,10.1016/j.fluid.2013.11.026
dhmix_1860520629310567770,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2323,,Cc1cccnc1,Solvent,0.7677,,-1.1196,,,,10.1016/j.jct.2010.12.028
dhmix_1860879158520289575,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2283,,CNc1ccccc1,Solvent,0.7717,,-0.54,,,,10.1021/je200333p
dens_1862060892157539865,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.4982,,O,Solvent,0.5018,,,,1.0416,,10.1016/j.jct.2012.06.015
dens_1870688799764120218,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.8219,,Cc1ccccn1,Solvent,0.1781,,,,0.8802920000000002,,10.1016/j.tca.2011.02.002
dhmix_1874610930324063616,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.228,,Cc1ccccc1,Solvent,0.772,,0.0593,,,,10.1016/j.fluid.2007.03.017
dhmix_1876326249493175318,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7549,,OC1=NCCC1,Solvent,0.2451,,0.2989,,,,10.1021/je801006q
dens_1876549503878617319,298.15,101.0,Liquid,2,CCCCO,Solvent,0.7555,,OC1=NCCC1,Solvent,0.2445,,,,0.8711500000000002,,10.1021/je801006q
dhmix_1880003472657407384,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.5007,,CCCNCCC,Solvent,0.4993,,0.162,,,,10.1016/j.fluid.2013.01.011
dens_1880012045767888478,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2825,,CCOC=O,Solvent,0.7175,,,,1.2851500000000005,,10.1016/j.jct.2005.07.009
dhmix_1880483277302146214,298.15,101.3,Liquid,2,CCCCO,Solvent,0.4776,,OCCO,Solvent,0.5224,,0.73252,,,,10.1021/je030207i
dhmix_1880495395543212245,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.705,,ClCCCCCl,Solvent,0.295,,-0.281,,,,10.1016/j.jct.2007.06.017
dhmix_1883585443872909365,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,CCCC(C)=O,Solvent,0.75,,0.1704,,,,10.1021/je034037l
dhmix_1892741875689377745,308.15,101.0,Liquid,2,CCOCCO,Solvent,0.2617,,OCc1ccccc1,Solvent,0.7383,,-0.3853,,,,10.1021/je0504212
dhmix_1894712242631797305,303.15,100.0,Liquid,2,O,Solvent,0.29,,OCCN(CCO)CCO,Solvent,0.71,,-0.839,,,,10.1016/j.jct.2015.04.030
dhmix_1899168465456376991,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7833,,COC(C)=O,Solvent,0.2167,,1.149,,,,10.1021/acs.jced.5b00813
dhmix_1899905623334823277,298.15,100.0,Liquid,2,CO,Solvent,0.9167,,COC=O,Solvent,0.0833,,0.311,,,,10.1016/j.jct.2015.02.019
dens_1900658647312590972,298.15,101.325,Liquid,1,COc1ccccc1,Solvent,1.0,,,,,,,,0.9893000000000002,,10.1021/je050085p
dens_1901149529120369656,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.4679,,c1ccccc1,Solvent,0.5321,,,,0.9877000000000002,,10.1021/je030130y
dens_1905895339628216406,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.9251,,c1cc[nH]c1,Solvent,0.0749,,,,0.7860300000000001,,10.1021/je100526j
dens_1906032217255583339,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2437,,ClCCCl,Solvent,0.7563,,,,1.11431,,10.1016/j.jct.2008.10.007
dhmix_1913929450565808071,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,CCCCCC(C)=O,Solvent,0.75,,0.03429,,,,10.1021/je025649t
dhmix_1914196872363884040,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.2401,,OCc1ccccc1,Solvent,0.7599,,0.6199,,,,10.1021/je050085p
dhmix_1916791034181589365,313.15,101.0,Liquid,2,CC(C)O,Solvent,0.5048,,O,Solvent,0.4952,,0.1916,,,,10.1016/j.jct.2007.12.002
dhmix_1917547359078376025,291.15,101.0,Liquid,2,CCCCC,Solvent,0.181,,CCCOC=O,Solvent,0.819,,0.553,,,,10.1016/j.fluid.2013.11.026
dens_1919466989309088366,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.49374,,CCO,Solvent,0.50626,,,,0.7110500000000001,,10.1016/j.jct.2011.06.021
dhmix_1919841635073195214,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.7453,,CO,Solvent,0.2547,,1.184,,,,10.1021/je9003806
dens_1921594882937983012,293.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.5135,,c1ccccc1,Solvent,0.4865,,,,0.9684700000000004,,10.1016/j.jct.2006.05.006
dens_1921656097289825664,298.15,101.325,Liquid,1,CN1CCOCC1,Solvent,1.0,,,,,,,,0.9141500000000002,,10.1021/je200093f
dens_1924187464830287901,298.15,101.0,Liquid,2,Cc1ccncc1,Solvent,0.75,,O,Solvent,0.25,,,,0.9614000000000004,,10.1021/je8008182
dens_1924511119313131157,298.15,101.3,Liquid,2,CC(C)CCl,Solvent,0.5137,,CC(C)OC(C)C,Solvent,0.4863,,,,0.7878250000000002,,10.1007/s10765-010-0737-5
dhmix_1924612493357176672,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.7811,,CCCCNCCCC,Solvent,0.2189,,0.164,,,,10.1016/j.fluid.2013.01.011
dens_1927183214428128750,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.7778,,O=C1CCCC1,Solvent,0.2222,,,,1.0081000000000002,,10.1021/je034037l
dens_1930011312698656956,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.7456,,CCCO,Solvent,0.2544,,,,0.6899770000000002,,10.1021/je100595s
dens_1930358822481009427,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2348,,c1ccncc1,Solvent,0.7652,,,,0.9983500000000004,,10.1021/je301353z
dens_1932419853473214251,298.15,100.0,Liquid,2,C1CCOCC1,Solvent,0.2471,,O=C1CCCCC1,Solvent,0.7529,,,,0.9305900000000004,,10.1021/acs.jced.6b00606
dens_1933538391508579471,298.15,101.3,Liquid,2,CCCOC(=O)CC,Solvent,0.4907,,Cc1ccccc1,Solvent,0.5093,,,,0.8707300000000002,,10.1016/j.jct.2006.08.011
dens_1934417031906116918,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7101,,CCCCCC(C)=O,Solvent,0.2899,,,,0.8534200000000002,,10.1021/je025649t
dens_1935463171021645556,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5121,,COC(C)=O,Solvent,0.4879,,,,1.5834900000000005,,10.1016/j.jct.2006.05.004
dens_1936224764569680839,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.7,,CCOC(=O)CC(=O)OCC,Solvent,0.3,,,,0.9013080000000002,,10.1021/je100100n
dhmix_1936790640814307620,298.15,100.0,Liquid,2,CO,Solvent,0.4873,,COC=O,Solvent,0.5127,,1.179,,,,10.1016/j.jct.2015.02.019
dens_1936980154294115939,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7372,,Cc1cccnc1,Solvent,0.2628,,,,0.9867010000000004,,10.1016/j.jct.2010.12.028
dhmix_1941856094771038819,298.15,100.0,Liquid,2,CCC(C)=O,Solvent,0.4967,,CCN(CC)CC,Solvent,0.5033,,0.746,,,,10.1016/j.fluid.2013.07.037
dhmix_1946822084220652286,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2004,,CCCCOCCCC,Solvent,0.7996,,0.07397,,,,10.1016/j.fluid.2009.11.010
dhmix_1951385870433356920,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,0.07698,,,,10.1021/je025649t
dhmix_1951411259442091720,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.8015,,O,Solvent,0.1985,,-2.233,,,,10.1016/j.jct.2015.04.030
dhmix_1955180398350770759,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,CCCC(C)=O,Solvent,0.25,,0.08245,,,,10.1021/je025649t
dens_1958203972156707024,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7961,,CCCCCCCC,Solvent,0.2039,,,,0.7509700000000002,,10.1016/j.jct.2005.02.006
dhmix_1958353650843439586,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.5002,,O,Solvent,0.4998,,-2.504,,,,10.1016/j.jct.2015.04.030
dens_1962269540196920108,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2235,,CCCCCC(C)=O,Solvent,0.7765,,,,0.8221200000000002,,10.1021/je025649t
dens_1962396597346089171,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.2988,,ClCCCl,Solvent,0.7012,,,,1.1413000000000002,,10.1021/je700339f
dens_1967759865038276131,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.2846,,CCCCCl,Solvent,0.7154,,,,0.8263210000000002,,10.1007/s10765-010-0737-5
dhmix_1970357429379858970,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.23061,,c1ccncc1,Solvent,0.76939,,-0.032,,,,10.1021/je400184t
dhmix_1984081172637488190,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.2807,,CCO,Solvent,0.7193,,-0.7056,,,,10.1021/je101031j
dhmix_1987592759533447020,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.2012,,CCOC(C)=O,Solvent,0.7988,,0.0524,,,,10.1021/je400036b
dens_1989779876088597415,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2987,,CCCCCO,Solvent,0.7013,,,,0.8293300000000002,,10.1021/je060368x
dens_1990932426970454072,298.15,101.325,Liquid,1,COC=O,Solvent,1.0,,,,,,,,0.9663800000000002,,10.1021/je200974r
dens_1995416469821232516,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4827,,Cc1cccnc1,Solvent,0.5173,,,,0.9179640000000002,,10.1016/j.tca.2011.02.002
dens_2001839116881509852,298.15,101.3,Liquid,2,O,Solvent,0.892217,,OCCN(CCO)CCO,Solvent,0.107783,,,,1.0747210000000005,,10.1021/je050463q
dens_2005725055730747240,298.15,101.0,Liquid,2,CCCO,Solvent,0.8025,,O=Cc1ccccc1,Solvent,0.1975,,,,0.8676000000000003,,10.1021/je900212d
dens_2011246751843660880,293.15,101.0,Liquid,2,O,Solvent,0.7534,,OCCN1CCOCC1,Solvent,0.2466,,,,1.0838100000000002,,10.1016/j.jct.2008.01.007
dens_2012187721667379853,298.15,101.0,Liquid,2,CCCCO,Solvent,0.2247,,OCCO,Solvent,0.7753,,,,1.0138600000000002,,10.1021/je700580g
dens_2013281342056601445,298.15,100.0,Liquid,2,CCCC(=O)OC,Solvent,0.5456,,COC(C)=O,Solvent,0.4544,,,,0.9041900000000004,,10.1021/acs.jced.5b00813
dens_2014888817931584308,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4916,,Cc1ccccn1,Solvent,0.5084,,,,0.910915,,10.1016/j.tca.2011.02.002
dens_2017692689289572307,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.0642,,OCc1ccccc1,Solvent,0.9358,,,,1.02761,,10.1021/je050085p
dhmix_2019886103067291398,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2003,,CCCO,Solvent,0.7997,,0.308,,,,10.1021/je5004912
dens_2027359760223099037,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7323,,c1ccccc1,Solvent,0.2677,,,,0.7929200000000002,,10.1016/j.tca.2012.04.002
dens_2030386382639709230,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2001,,CCCO,Solvent,0.7999,,,,0.7589500000000002,,10.1016/j.fluid.2012.06.031
dhmix_2031058906296167213,298.15,101.0,Liquid,2,CCCCC,Solvent,0.2298,,CCOC=O,Solvent,0.7702,,1.016,,,,10.1016/j.fluid.2013.11.026
dhmix_2032054002989285202,298.2,100.0,Liquid,2,C1CCCCC1,Solvent,0.2606,,c1ccccc1,Solvent,0.7394,,0.6282,,,,10.1016/j.jct.2014.05.020
dhmix_2032092392224791143,298.15,101.0,Liquid,2,CCCCCl,Solvent,0.294,,CN1CCCC1=O,Solvent,0.706,,0.145,,,,10.1016/j.jct.2008.01.024
dens_2032857543259047730,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5026,,Nc1ccccc1,Solvent,0.4974,,,,0.9213850000000002,,10.1021/je100472t
dhmix_2035043834668174738,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.727,,CC(C)OC(C)C,Solvent,0.273,,-0.0791,,,,10.1016/j.fluid.2011.06.001
dens_2036638233055774748,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.2091,,O,Solvent,0.7909,,,,1.0013300000000005,,10.1016/j.jct.2011.06.020
dens_2040985303682724195,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5121,,CO,Solvent,0.4879,,,,0.8627500000000002,,10.1016/j.jct.2015.02.019
dens_2043932586863297517,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2557,,Cc1ccccn1,Solvent,0.7443,,,,0.9597930000000002,,10.1016/j.jct.2010.12.028
dens_2045318295678897863,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.2526,,CCCNCCC,Solvent,0.7474,,,,0.7540050000000001,,10.1016/j.jct.2011.05.003
dhmix_2045558659745342762,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,O=C1CCCC1,Solvent,0.75,,0.04589,,,,10.1021/je034037l
dhmix_2049409847826957069,308.15,100.0,Liquid,2,C1COCCO1,Solvent,0.5725,,O=C1CCCCCC1,Solvent,0.4275,,0.1032,,,,10.1021/acs.jced.6b00606
dens_2050971608254563562,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7776,,CCCC(C)=O,Solvent,0.2224,,,,0.8602600000000002,,10.1021/je025649t
dhmix_2057268871469440345,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.4941,,O,Solvent,0.5059,,-2.072,,,,10.1016/j.jct.2007.03.010
dhmix_2058027215081824002,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5125,,CC(C)OC(C)C,Solvent,0.4875,,0.197047,,,,10.1021/je9001416
dens_2059977872695273860,298.15,101.0,Liquid,2,CC(C)(C)O,Solvent,0.2764,,OC1=NCCC1,Solvent,0.7236,,,,1.0036300000000002,,10.1021/je801006q
dhmix_2061017773943059163,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.5453,,CC(C)OC(C)C,Solvent,0.4547,,-0.0957,,,,10.1016/j.fluid.2011.06.001
dens_2061021237372047584,298.15,101.325,Liquid,1,CC(C)CCl,Solvent,1.0,,,,,,,,0.8715330000000002,,10.1016/j.jct.2012.02.039
dens_2063978806391205182,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.7506,,CNc1ccccc1,Solvent,0.2494,,,,0.8565010000000002,,10.1021/je900874z
dhmix_2064863820579823472,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.286,,CCO,Solvent,0.714,,0.876,,,,10.1016/j.jct.2013.09.024
dens_2066106943074488377,297.71,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.4987,,CCOC(C)(C)CC,Solvent,0.5013,,,,0.7789000000000001,,10.1021/je300670n
