Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
dhmix_1735947864003119721,303.0,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.272,,CCCCCO,Solvent,0.728,,,,0.532,0.0215,10.1016/j.fluid.2010.03.001
dens_1736658241089570356,298.15,100.0,Liquid,2,CCCCCl,Solvent,0.4948,,CN1CCCC1=O,Solvent,0.5052,,0.9575000000000002,0.0001,,,10.1021/je7003758
dhmix_1740866934062052649,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.1586,,Cc1ccccc1,Solvent,0.8414,,,,0.3163,0.0043,10.1016/j.jct.2006.08.011
dens_1741111425187026699,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.2659,,C1CCOCC1,Solvent,0.7341,,0.8470300000000002,0.000505,,,10.1016/j.jct.2014.06.030
dens_1741329023477613292,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.5031,,CCCO,Solvent,0.4969,,0.7785600000000001,0.0039,,,10.1016/j.jct.2005.06.011
dhmix_1743880729712914613,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.0840999999999999,,CCOC(=O)CC,Solvent,0.9159,,,,-0.0683,0.0014,10.1016/j.jct.2005.07.009
dens_1748451282812184577,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.5032,,CCN(CC)CC,Solvent,0.4968,,0.7684760000000002,9.800000000000002e-05,,,10.1016/j.jct.2011.05.003
dens_1748579503635763062,298.15,101.0,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.2501,,CO,Solvent,0.7499,,0.9355040000000002,0.0001385,,,10.1021/je100100n
dens_1752781125301964163,298.15,100.0,Liquid,2,CCCCCCN,Solvent,0.7452,,CN(C)C=O,Solvent,0.2548,,0.7905460000000002,0.0009575,,,10.1021/acs.jced.5b00802
dhmix_1753942629779706225,298.2,100.0,Liquid,2,CCO,Solvent,0.5084,,CN(C)CCO,Solvent,0.4916,,,,-0.4044,0.0044,10.1021/je800334m
dhmix_1756232170277167133,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.5133,,COC(C)(C)C,Solvent,0.4867,,,,0.486,0.0095,10.1016/j.fluid.2004.12.013
dhmix_1757993079558830760,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.7596,,COC(C)(C)C,Solvent,0.2404,,,,0.345,0.007,10.1016/j.fluid.2004.12.013
dens_1758253004097750388,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.8312,,c1ccncc1,Solvent,0.1687999999999999,,1.0872000000000004,0.00052,,,10.1021/je301353z
dhmix_1759682928605561243,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.767,,OCCc1ccccc1,Solvent,0.2329999999999999,,,,1.1154,0.01195,10.1021/je050085p
dens_1761973629234877903,298.15,101.3,Liquid,2,CCOC(C)(C)C,Solvent,0.505,,Cc1ccccc1,Solvent,0.495,,0.7937390000000002,0.000467,,,10.1016/j.jct.2007.05.005
dhmix_1763034093706195158,298.15,101.0,Liquid,2,COC=O,Solvent,0.4874,,ClCCCl,Solvent,0.5126,,,,0.1028,0.0008,10.1016/j.jct.2006.10.008
dens_1763043040095590986,298.15,101.0,Liquid,2,CCCCC,Solvent,0.6990000000000001,,CCCCOC=O,Solvent,0.301,,0.6994600000000002,0.00018,,,10.1016/j.fluid.2013.11.026
dhmix_1765315133244489050,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4901,,Cc1ccccc1N,Solvent,0.5099,,,,-0.5715,0.0062,10.1021/je1005196
dhmix_1772756110299455993,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.5,,O,Solvent,0.5,,,,-2.1379,0.04355,10.1016/j.fluid.2009.10.018
dens_1773392689540062189,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5364,,c1ccncc1,Solvent,0.4636,,0.9124250000000002,0.0002965,,,10.1016/j.tca.2011.02.002
dhmix_1774732174163925701,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.5486,,Cc1ccccc1,Solvent,0.4514,,,,-0.1583,0.004,10.1016/j.jct.2006.08.011
dhmix_1778496811345330658,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2002,,CCCCO,Solvent,0.7998000000000001,,,,0.27646,0.003235,10.1016/j.fluid.2009.11.010
dens_1779954031896506833,298.15,100.8,Liquid,2,CC(C)=O,Solvent,0.4999,,CCO,Solvent,0.5001,,0.7861900000000003,0.000115,,,10.1021/je050010l
dhmix_1783674099465912606,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.8357,,Cc1ccccc1Cl,Solvent,0.1643,,,,0.244,0.0015,10.1021/je400722h
dens_1784823350918751510,298.15,100.0,Liquid,2,CCCCCCN,Solvent,0.4499999999999999,,CN(C)C=O,Solvent,0.55,,0.8367510000000001,0.001016,,,10.1021/acs.jced.5b00802
dens_1785061253338541720,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.5336,,Cc1cccnc1,Solvent,0.4664,,0.9795770000000004,0.0001185,,,10.1016/j.jct.2010.12.028
dens_1786191059360253016,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5122,,CCCC(C)=O,Solvent,0.4878,,0.90478,0.00023,,,10.1021/je034037l
dhmix_1788946284471365626,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.505,,ClCCCCCl,Solvent,0.495,,,,-0.678,0.0035,10.1016/j.jct.2008.01.024
dens_1789187576988086840,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7622,,OC1=NCCC1,Solvent,0.2378,,0.8623100000000001,0.000205,,,10.1021/je801006q
dhmix_1790103288801096367,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2733,,ClCCCl,Solvent,0.7267,,,,-0.154,0.002,10.1016/j.jct.2008.10.007
dens_1793974493520182391,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.1588,,CCCCC(=O)OC,Solvent,0.8412,,0.8463800000000002,0.000505,,,10.1021/acs.jced.5b00813
dens_1794340727220533698,298.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.2488,,c1ccccc1,Solvent,0.7512,,0.8790000000000002,0.00083,,,10.1021/je034005y
dhmix_1795731721037027426,298.15,101.0,Liquid,2,OC1=NCCC1,Solvent,0.2615,,c1ccncc1,Solvent,0.7384999999999999,,,,0.165,0.04125,10.1016/j.jct.2013.09.015
dens_1798239134823125651,298.15,101.3,Liquid,2,CCOC(C)(C)C,Solvent,0.217,,Cc1ccccc1,Solvent,0.783,,0.8314450000000002,0.000411,,,10.1016/j.jct.2007.05.005
dens_1798461138853724996,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.4891,,NCCN,Solvent,0.5109,,0.8449250000000001,0.0002245,,,10.1021/je1012857
dens_1798868834480975523,298.15,101.31,Liquid,2,CCCCOC(C)=O,Solvent,0.2934,,c1ccccc1,Solvent,0.7066,,0.8736600000000002,0.00021,,,10.1021/je800915d
dens_1799034034160098062,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.6987,,ClCCCCCl,Solvent,0.3013,,1.0011000000000003,0.0023,,,10.1021/je700339f
dhmix_1799341953572117864,313.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.7411,,O,Solvent,0.2589,,,,-1.154,0.0125,10.1016/j.jct.2015.06.006
dhmix_1809177989055354039,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7651,,OCc1ccccc1,Solvent,0.2349,,,,1.083,0.0116,10.1021/je050085p
dens_1809495427118439116,293.15,101.325,Liquid,2,Cc1cccnc1,Solvent,0.225,,O,Solvent,0.775,,0.9921000000000002,0.0003,,,10.1016/j.jct.2004.11.009
dhmix_1812412722506582859,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.212,,CCCCCl,Solvent,0.788,,,,0.244,0.0025,10.1016/j.jct.2007.01.017
dens_1813738218737161737,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7058,,CC(C)O,Solvent,0.2942,,0.7711100000000002,0.000245,,,10.1021/je050540h
dens_1813896820754956493,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.247,,CNc1ccccc1,Solvent,0.753,,0.9289450000000002,0.000272,,,10.1021/je400134d
dhmix_1817467951582625633,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5175000000000001,,Cc1ccccc1Cl,Solvent,0.4825,,,,-0.22,0.0015,10.1021/je400722h
dens_1819326727809451232,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5009,,CC(C)OC(C)C,Solvent,0.4991,,0.7005900000000002,0.000105,,,10.1021/je2011314
dens_1821420035377272599,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.2922,,CCCCOCCO,Solvent,0.7078,,0.8743700000000002,4.600000000000001e-05,,,10.1016/j.fluid.2013.06.021
dens_1822356147540331042,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2000999999999999,,CCCO,Solvent,0.7999,,0.7589500000000002,0.00029,,,10.1016/j.fluid.2012.06.031
dhmix_1824885005968728939,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.7679,,Cc1ccccc1Cl,Solvent,0.2321,,,,0.436,0.005,10.1016/j.jct.2013.12.006
dens_1826428756505363672,298.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.1978,,ClCCCl,Solvent,0.8022,,1.1862000000000004,0.003,,,10.1021/je700339f
dens_1827879639972994615,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.2254,,CCCC(C)=O,Solvent,0.7746,,0.8442800000000001,0.00022,,,10.1021/je034037l
dens_1828269832340395512,298.0,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.7007,,CCOC(C)=O,Solvent,0.2993,,0.8797000000000003,0.0002,,,10.1021/je400036b
dens_1829024666758379017,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4984,,CCCCC(=O)OC,Solvent,0.5016,,0.7738400000000002,0.000505,,,10.1021/acs.jced.5b00813
dhmix_1830178679956648612,308.15,101.3,Liquid,2,CCCCOC(C)=O,Solvent,0.2523,,c1ccccc1,Solvent,0.7477,,,,-0.014,0.0009,10.1016/j.fluid.2005.06.011
dhmix_1833583977498726199,298.15,101.3,Liquid,2,CN1CCCC1=O,Solvent,0.7367,,ClCCCl,Solvent,0.2633,,,,-0.8587,0.01605,10.1021/je020065c
dens_1834013945285479827,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.5018,,C1CCOCC1,Solvent,0.4982,,0.8211500000000002,0.000505,,,10.1016/j.jct.2014.06.030
dhmix_1837312620343971790,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.7509,,ClCCCCl,Solvent,0.2491,,,,-0.088,0.001,10.1016/j.jct.2008.10.007
dens_1841594428977781827,298.15,101.0,Liquid,2,NCCNCCO,Solvent,0.7997,,O,Solvent,0.2003,,1.0318300000000002,0.00024,,,10.1021/je060032n
dhmix_1843474241398096838,298.15,101.0,Liquid,2,CO,Solvent,0.2002,,OCc1ccccc1,Solvent,0.7998,,,,-0.1081,0.0013,10.1021/je100095p
dens_1843864064937967775,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7321,,Cc1ccccc1,Solvent,0.2679,,0.8754100000000001,0.000505,,,10.1021/je5004719
dhmix_1846392083213524817,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2148,,CCC(=O)OC,Solvent,0.7852,,,,-0.0281,0.002,10.1016/j.jct.2006.05.004
dens_1846779903951995712,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.5551,,OCCCc1ccccc1,Solvent,0.4448999999999999,,0.9852700000000002,0.00026,,,10.1021/je050085p
dens_1847035107468315618,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.2258,,COC=O,Solvent,0.7742,,1.2671300000000003,0.00104,,,10.1016/j.jct.2006.05.004
dhmix_1847108240498248639,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7345999999999999,,CCOC=O,Solvent,0.2654,,,,0.3604,0.00485,10.1016/j.jct.2005.07.009
dhmix_1848628050705552900,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.2629,,OCCCc1ccccc1,Solvent,0.7371,,,,0.7,0.00755,10.1021/je050085p
dhmix_1848712143429083562,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2471,,C1CCOCC1,Solvent,0.7529,,,,0.3613,0.00395,10.1016/j.tca.2010.03.028
dhmix_1849982343930352700,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.5008,,CCC(C)(C)O,Solvent,0.4992,,,,1.3674,0.0185,10.1021/je300678r
dens_1852804327585146328,293.15,101.0,Liquid,2,COC(C)(C)C,Solvent,0.4539999999999999,,ClC(Cl)Cl,Solvent,0.546,,1.0838000000000003,0.00015,,,10.1021/je100821g
dens_1858841579499101974,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.7003,,ClCCCCCl,Solvent,0.2996999999999999,,1.0627000000000002,0.0005,,,10.1021/je7003758
dhmix_1859027972884891697,313.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.7297,,c1ccccc1,Solvent,0.2703,,,,0.3037,0.00335,10.1021/je060026r
dhmix_1860520629310567770,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2323,,Cc1cccnc1,Solvent,0.7677,,,,-1.1196,0.02285,10.1016/j.jct.2010.12.028
dhmix_1860879158520289575,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2283,,CNc1ccccc1,Solvent,0.7717,,,,-0.54,0.006,10.1021/je200333p
dens_1862060892157539865,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.4982,,O,Solvent,0.5018,,1.0416,0.00015,,,10.1016/j.jct.2012.06.015
dens_1870688799764120218,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.8219,,Cc1ccccn1,Solvent,0.1781,,0.8802920000000002,0.000454,,,10.1016/j.tca.2011.02.002
dhmix_1874610930324063616,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.228,,Cc1ccccc1,Solvent,0.772,,,,0.0593,0.00515,10.1016/j.fluid.2007.03.017
dhmix_1876326249493175318,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7549,,OC1=NCCC1,Solvent,0.2451,,,,0.2989,0.0033,10.1021/je801006q
dens_1880012045767888478,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2825,,CCOC=O,Solvent,0.7175,,1.2851500000000005,0.00131,,,10.1016/j.jct.2005.07.009
dhmix_1880495395543212245,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.705,,ClCCCCCl,Solvent,0.295,,,,-0.281,0.0025,10.1016/j.jct.2007.06.017
dhmix_1883585443872909365,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,CCCC(C)=O,Solvent,0.75,,,,0.1704,0.001085,10.1021/je034037l
dhmix_1888253796923947943,298.15,101.0,Liquid,2,CCCCC,Solvent,0.4905,,CCCCOC=O,Solvent,0.5095,,,,0.959,0.004,10.1016/j.fluid.2013.11.026
dhmix_1892099944778761983,298.4,101.0,Liquid,2,CCC#N,Solvent,0.2008999999999999,,CCOC(C)(C)CC,Solvent,0.7991,,,,0.502,0.00685,10.1021/je301238f
dens_1898078317672586395,308.15,101.32,Liquid,2,OCCO,Solvent,0.2622,,OCc1ccccc1,Solvent,0.7378,,1.0442900000000002,0.000265,,,10.1021/je0342062
dhmix_1899168465456376991,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7833,,COC(C)=O,Solvent,0.2167,,,,1.149,0.0125,10.1021/acs.jced.5b00813
dhmix_1899905623334823277,298.15,100.0,Liquid,2,CO,Solvent,0.9167,,COC=O,Solvent,0.0833,,,,0.311,0.0035,10.1016/j.jct.2015.02.019
dens_1901149529120369656,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.4679,,c1ccccc1,Solvent,0.5321,,0.9877000000000002,0.00025,,,10.1021/je030130y
dhmix_1901679429510878346,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2395,,COC=O,Solvent,0.7605,,,,0.6669,0.00595,10.1016/j.jct.2006.05.004
dhmix_1903848600744416299,298.15,101.0,Liquid,2,CCCCCCN,Solvent,0.4997,,CN(C)C=O,Solvent,0.5003,,,,0.661,0.02,10.1016/j.fluid.2019.112283
dens_1905895339628216406,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.9251,,c1cc[nH]c1,Solvent,0.0749,,0.7860300000000001,0.00026,,,10.1021/je100526j
dens_1906032217255583339,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2437,,ClCCCl,Solvent,0.7563,,1.11431,0.002155,,,10.1016/j.jct.2008.10.007
dens_1907592757305616182,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.2962,,CO,Solvent,0.7038,,0.8506500000000001,0.00014,,,10.1016/j.tca.2014.03.038
dhmix_1913929450565808071,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,CCCCCC(C)=O,Solvent,0.75,,,,0.03429,0.00053,10.1021/je025649t
dens_1913937604553551671,298.15,100.0,Liquid,2,CCCCCCCl,Solvent,0.7293000000000001,,CN(C)C=O,Solvent,0.2707,,0.8844000000000002,0.0003,,,10.1021/je700096m
dhmix_1914196872363884040,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.2401,,OCc1ccccc1,Solvent,0.7599,,,,0.6199,0.0067,10.1021/je050085p
dens_1914653114368344982,298.15,101.0,Liquid,2,BrCCCCBr,Solvent,0.4958,,COC=O,Solvent,0.5042,,1.5176800000000004,0.001885,,,10.1016/j.jct.2006.05.004
dens_1914750370579144413,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2342999999999999,,CCCCCC,Solvent,0.7657,,0.6838300000000002,0.001655,,,10.1016/j.jct.2005.02.006
dhmix_1919841635073195214,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.7453,,CO,Solvent,0.2547,,,,1.184,0.013,10.1021/je9003806
dens_1924187464830287901,298.15,101.0,Liquid,2,Cc1ccncc1,Solvent,0.75,,O,Solvent,0.25,,0.9614000000000004,0.0004,,,10.1021/je8008182
dhmix_1924612493357176672,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.7811,,CCCCNCCCC,Solvent,0.2189,,,,0.164,0.002,10.1016/j.fluid.2013.01.011
dens_1927830460171210441,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7568,,Cc1cccnc1,Solvent,0.2431999999999999,,0.8976640000000002,0.0004655,,,10.1016/j.tca.2011.02.002
dens_1930011312698656956,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.7456,,CCCO,Solvent,0.2544,,0.6899770000000002,0.0002305,,,10.1021/je100595s
dens_1930358822481009427,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2348,,c1ccncc1,Solvent,0.7652,,0.9983500000000004,0.00051,,,10.1021/je301353z
dens_1930868529545611538,298.15,101.0,Liquid,2,O,Solvent,0.4993999999999999,,OCCOCCO,Solvent,0.5006,,1.1070700000000002,0.00026,,,10.1021/je700672f
dens_1932419853473214251,298.15,100.0,Liquid,2,C1CCOCC1,Solvent,0.2471,,O=C1CCCCC1,Solvent,0.7529,,0.9305900000000004,0.000505,,,10.1021/acs.jced.6b00606
dens_1933538391508579471,298.15,101.3,Liquid,2,CCCOC(=O)CC,Solvent,0.4907,,Cc1ccccc1,Solvent,0.5093,,0.8707300000000002,0.00019,,,10.1016/j.jct.2006.08.011
dens_1934417031906116918,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7101,,CCCCCC(C)=O,Solvent,0.2899,,0.8534200000000002,0.000285,,,10.1021/je025649t
dens_1935463171021645556,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5121,,COC(C)=O,Solvent,0.4879,,1.5834900000000005,0.0021,,,10.1016/j.jct.2006.05.004
dens_1935466412938417695,298.15,101.0,Liquid,2,O,Solvent,0.2996999999999999,,OCCOCCO,Solvent,0.7003,,1.1111900000000003,0.000285,,,10.1021/je700672f
dens_1936224764569680839,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.7,,CCOC(=O)CC(=O)OCC,Solvent,0.3,,0.9013080000000002,0.000163,,,10.1021/je100100n
dens_1936980154294115939,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7372,,Cc1cccnc1,Solvent,0.2628,,0.9867010000000004,0.000118,,,10.1016/j.jct.2010.12.028
dens_1940527576761304965,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.5297000000000001,,CCCCOC(=O)CCC,Solvent,0.4703,,1.3159400000000003,0.000255,,,10.1016/j.jct.2009.05.006
dhmix_1941856094771038819,298.15,100.0,Liquid,2,CCC(C)=O,Solvent,0.4967,,CCN(CC)CC,Solvent,0.5033,,,,0.746,0.008,10.1016/j.fluid.2013.07.037
dens_1943854536560911583,298.15,100.0,Liquid,2,CCCCN,Solvent,0.4972,,CN(C)C=O,Solvent,0.5028,,0.8277360000000001,0.001011,,,10.1021/acs.jced.5b00802
dhmix_1946822084220652286,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2004,,CCCCOCCCC,Solvent,0.7996,,,,0.07397,0.00099,10.1016/j.fluid.2009.11.010
dhmix_1948297644055769611,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.4737599999999999,,c1ccncc1,Solvent,0.52624,,,,-0.093,0.001,10.1021/je400184t
dhmix_1951385870433356920,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,,,0.07698,0.00069,10.1021/je025649t
dhmix_1951411259442091720,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.8015,,O,Solvent,0.1985,,,,-2.233,0.024,10.1016/j.jct.2015.04.030
dhmix_1955180398350770759,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,CCCC(C)=O,Solvent,0.25,,,,0.08245,0.000715,10.1021/je025649t
dhmix_1958320827190780780,298.15,101.0,Liquid,2,CCCCC,Solvent,0.7726999999999999,,CCCCOC=O,Solvent,0.2273,,,,0.87,0.004,10.1016/j.fluid.2013.11.026
dhmix_1958353650843439586,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.5002,,O,Solvent,0.4998,,,,-2.504,0.027,10.1016/j.jct.2015.04.030
dens_1962269540196920108,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2235,,CCCCCC(C)=O,Solvent,0.7765,,0.8221200000000002,0.000375,,,10.1021/je025649t
dens_1962396597346089171,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.2988,,ClCCCl,Solvent,0.7012,,1.1413000000000002,0.00345,,,10.1021/je700339f
dhmix_1962907452670064606,298.15,101.0,Liquid,2,CCCCNCCCC,Solvent,0.5018,,CN(C)C=O,Solvent,0.4982,,,,1.113,0.0335,10.1016/j.fluid.2019.112283
dhmix_1966967059699095420,298.15,101.0,Liquid,2,CCCCN,Solvent,0.2440999999999999,,CN(C)C=O,Solvent,0.7559,,,,0.245,0.008,10.1016/j.fluid.2019.112283
dhmix_1968936790286974249,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.505,,CCCCCCCl,Solvent,0.495,,,,0.61,0.003,10.1016/j.jct.2007.01.017
dens_1973063492951383440,298.15,100.0,Liquid,2,CCCCCCCCCl,Solvent,0.5008,,CN(C)C=O,Solvent,0.4992,,0.8897000000000003,0.0004,,,10.1021/je700096m
dhmix_1974642655655528519,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.4667,,CCCCOC(=O)CCC,Solvent,0.5333,,,,-0.091,0.001,10.1016/j.jct.2009.05.006
dhmix_1984081172637488190,298.15,101.3,Liquid,2,CCC(C)(C)O,Solvent,0.2807,,CCO,Solvent,0.7193,,,,-0.7056,0.0031,10.1021/je101031j
dhmix_1987592759533447020,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.2012,,CCOC(C)=O,Solvent,0.7988,,,,0.0524,0.0009,10.1021/je400036b
dens_1989779876088597415,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2987,,CCCCCO,Solvent,0.7013,,0.8293300000000002,0.00034,,,10.1021/je060368x
dhmix_1992909469535610615,298.4,101.0,Liquid,2,CC#N,Solvent,0.7004,,CCOC(C)(C)CC,Solvent,0.2996,,,,0.8397,0.0113,10.1021/je301238f
dhmix_1994350827884858290,298.15,101.0,Liquid,2,CCCCCCCCCl,Solvent,0.783,,CN1CCCC1=O,Solvent,0.217,,,,0.371,0.003,10.1016/j.jct.2008.01.024
dens_1995416469821232516,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4827,,Cc1cccnc1,Solvent,0.5173,,0.9179640000000002,0.00048,,,10.1016/j.tca.2011.02.002
dens_1997125035589990623,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.7338,,Cc1ccccc1,Solvent,0.2662,,0.7020900000000002,0.000305,,,10.1016/j.jct.2006.08.011
dens_2005725055730747240,298.15,101.0,Liquid,2,CCCO,Solvent,0.8025,,O=Cc1ccccc1,Solvent,0.1975,,0.8676000000000003,0.0054,,,10.1021/je900212d
dhmix_2006012808850331760,298.15,101.0,Liquid,2,CCCCCl,Solvent,0.295,,CN(C)C=O,Solvent,0.705,,,,0.467,0.003,10.1016/j.jct.2007.01.017
dens_2011246751843660880,293.15,101.0,Liquid,2,O,Solvent,0.7534,,OCCN1CCOCC1,Solvent,0.2466,,1.0838100000000002,0.00154,,,10.1016/j.jct.2008.01.007
dens_2013281342056601445,298.15,100.0,Liquid,2,CCCC(=O)OC,Solvent,0.5456,,COC(C)=O,Solvent,0.4544,,0.9041900000000004,0.000505,,,10.1021/acs.jced.5b00813
dhmix_2014471357972168779,298.43,101.0,Liquid,2,CCC#N,Solvent,0.7014,,CCOC(C)(C)C,Solvent,0.2986,,,,0.4078,0.0056,10.1021/je301238f
dens_2014888817931584308,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4916,,Cc1ccccn1,Solvent,0.5084,,0.910915,0.000475,,,10.1016/j.tca.2011.02.002
dens_2017692689289572307,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.0642,,OCc1ccccc1,Solvent,0.9358,,1.02761,0.00011,,,10.1021/je050085p
dhmix_2019886103067291398,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2003,,CCCO,Solvent,0.7997,,,,0.308,0.0055,10.1021/je5004912
dens_2021067066427160737,298.15,101.0,Liquid,2,CCO,Solvent,0.4949,,CN(C)CCO,Solvent,0.5051,,0.8566200000000002,0.00015,,,10.1016/j.tca.2014.03.038
dens_2023635173486252897,298.15,101.3,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7363999999999999,,COC(C)=O,Solvent,0.2636,,0.7171000000000002,0.00015,,,10.1021/acs.jced.9b00668
dhmix_2024605062895165162,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.5106,,Nc1ccccc1,Solvent,0.4893999999999999,,,,-1.173,0.0125,10.1021/je200333p
dens_2027359760223099037,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7323,,c1ccccc1,Solvent,0.2677,,0.7929200000000002,7.450000000000001e-05,,,10.1016/j.tca.2012.04.002
dhmix_2031058906296167213,298.15,101.0,Liquid,2,CCCCC,Solvent,0.2298,,CCOC=O,Solvent,0.7702,,,,1.016,0.0045,10.1016/j.fluid.2013.11.026
